,Customer_ID,Gender,Product_Category_Most_Purchased,Churn,Future_Purchase,Age_Group,Annual_Income_Group,Total_Purchases_Group,Average_Purchase_Value_Group,Website_Visits_Last_Month_Group,Marketing_Emails_Opened_Group,Hours_Spent_on_Support_Calls_Group
890,891,Male,Home,No,Yes,41-50,40000-60000,3-5,65-100,14-17,3-4,0-2
891,892,Male,Books,No,Yes,41-50,40000-60000,6-8,65-100,6-9,7-9,0-2
892,893,Female,Electronics,No,Yes,41-50,60000-80000,6-8,30-65,10-13,3-4,0-2
893,894,Male,Home,No,Yes,41-50,40000-60000,3-5,100-135,14-17,5-6,0-2
894,895,Female,Health,No,Yes,41-50,40000-60000,3-5,65-100,14-17,3-4,0-2
895,896,Male,Clothing,No,Yes,41-50,60000-80000,3-5,65-100,6-9,5-6,0-2
896,897,Female,Clothing,No,No,31-40,60000-80000,3-5,65-100,14-17,,0-2
897,898,Female,Clothing,No,Yes,31-40,60000-80000,6-8,65-100,10-13,5-6,0-2
898,899,Male,Books,No,Yes,41-50,40000-60000,3-5,65-100,18-21,5-6,0-2
899,900,Male,Clothing,No,No,21-30,20000-40000,3-5,100-135,6-9,5-6,0-2
900,901,Female,Clothing,No,No,31-40,20000-40000,6-8,100-135,14-17,7-9,0-2
901,902,Female,Health,No,Yes,31-40,40000-60000,3-5,65-100,14-17,7-9,0-2
902,903,Male,Home,No,Yes,31-40,40000-60000,12-14,65-100,10-13,7-9,0-2
903,904,Male,Health,No,No,41-50,60000-80000,0-2,100-135,6-9,5-6,0-2
904,905,Female,Books,No,No,31-40,40000-60000,6-8,65-100,6-9,,0-2
905,906,Male,Clothing,No,Yes,31-40,20000-40000,0-2,100-135,14-17,3-4,0-2
906,907,Female,Home,No,Yes,21-30,60000-80000,6-8,100-135,6-9,3-4,2-4
907,908,Female,Clothing,No,Yes,41-50,20000-40000,0-2,100-135,10-13,3-4,0-2
908,909,Male,Clothing,Yes,Yes,41-50,40000-60000,3-5,100-135,14-17,3-4,0-2
909,910,Male,Books,No,Yes,51-60,40000-60000,3-5,65-100,6-9,5-6,0-2
910,911,Male,Clothing,No,Yes,31-40,60000-80000,3-5,65-100,10-13,7-9,0-2
911,912,Male,Electronics,No,Yes,31-40,80000- 100000,3-5,65-100,6-9,5-6,0-2
912,913,Male,Home,Yes,Yes,31-40,40000-60000,3-5,100-135,10-13,5-6,0-2
913,914,Female,Home,No,Yes,51-60,40000-60000,3-5,135-170,14-17,5-6,0-2
914,915,Female,Electronics,No,Yes,31-40,40000-60000,9-11,65-100,2-5,5-6,0-2
915,916,Male,Books,No,Yes,31-40,60000-80000,3-5,100-135,10-13,5-6,0-2
916,917,Male,Clothing,No,Yes,41-50,40000-60000,3-5,100-135,6-9,7-9,0-2
917,918,Male,Clothing,No,No,31-40,60000-80000,6-8,65-100,6-9,5-6,0-2
918,919,Female,Home,No,Yes,31-40,40000-60000,6-8,100-135,6-9,5-6,0-2
919,920,Male,Books,No,No,31-40,40000-60000,3-5,65-100,6-9,5-6,2-4
920,921,Male,Books,No,Yes,41-50,40000-60000,6-8,100-135,2-5,7-9,0-2
921,922,Female,Books,No,Yes,21-30,40000-60000,3-5,100-135,10-13,3-4,0-2
922,923,Female,Clothing,No,Yes,31-40,60000-80000,0-2,100-135,10-13,5-6,0-2
923,924,Male,Books,No,No,21-30,40000-60000,6-8,100-135,2-5,5-6,8-10
924,925,Male,Electronics,Yes,Yes,41-50,40000-60000,6-8,100-135,14-17,5-6,0-2
925,926,Male,Health,No,Yes,11-20,20000-40000,0-2,65-100,14-17,7-9,0-2
926,927,Female,Books,No,Yes,21-30,40000-60000,3-5,65-100,10-13,3-4,0-2
927,928,Male,Health,No,No,31-40,60000-80000,6-8,65-100,10-13,3-4,0-2
928,929,Male,Clothing,Yes,No,51-60,40000-60000,9-11,65-100,10-13,7-9,0-2
929,930,Male,Books,No,Yes,31-40,60000-80000,3-5,65-100,14-17,5-6,0-2
930,931,Female,Home,No,Yes,21-30,40000-60000,3-5,100-135,6-9,5-6,0-2
931,932,Female,Clothing,No,Yes,51-60,60000-80000,9-11,65-100,6-9,3-4,0-2
932,933,Male,Electronics,No,Yes,21-30,20000-40000,3-5,100-135,14-17,3-4,2-4
933,934,Male,Electronics,No,Yes,11-20,40000-60000,3-5,100-135,6-9,5-6,2-4
934,935,Female,Health,No,No,31-40,60000-80000,3-5,65-100,2-5,3-4,0-2
935,936,Female,Health,No,No,21-30,60000-80000,6-8,135-170,6-9,7-9,0-2
936,937,Female,Home,No,Yes,21-30,40000-60000,6-8,100-135,6-9,5-6,0-2
937,938,Female,Home,No,Yes,41-50,40000-60000,6-8,65-100,6-9,3-4,2-4
938,939,Female,Electronics,No,Yes,31-40,20000-40000,6-8,65-100,6-9,5-6,0-2
939,940,Female,Books,No,Yes,21-30,40000-60000,3-5,65-100,14-17,5-6,0-2
940,941,Female,Electronics,No,Yes,21-30,60000-80000,3-5,65-100,14-17,3-4,0-2
941,942,Female,Electronics,No,Yes,41-50,40000-60000,6-8,30-65,10-13,3-4,0-2
942,943,Female,Home,No,Yes,41-50,40000-60000,0-2,100-135,10-13,5-6,0-2
943,944,Male,Health,No,Yes,31-40,40000-60000,6-8,30-65,2-5,5-6,0-2
944,945,Male,Home,No,No,51-60,40000-60000,3-5,100-135,10-13,5-6,0-2
945,946,Male,Home,No,Yes,21-30,40000-60000,3-5,65-100,6-9,5-6,0-2
946,947,Female,Home,No,Yes,11-20,60000-80000,3-5,65-100,6-9,5-6,0-2
947,948,Male,Electronics,No,Yes,21-30,40000-60000,0-2,65-100,14-17,5-6,2-4
948,949,Female,Books,No,Yes,31-40,40000-60000,3-5,135-170,10-13,5-6,0-2
949,950,Female,Electronics,No,No,31-40,40000-60000,3-5,65-100,6-9,5-6,0-2
950,951,Male,Clothing,Yes,No,31-40,4500-20000,3-5,100-135,10-13,3-4,2-4
951,952,Female,Home,Yes,Yes,31-40,60000-80000,0-2,100-135,6-9,7-9,0-2
952,953,Male,Home,No,No,21-30,40000-60000,3-5,30-65,14-17,5-6,0-2
953,954,Male,Clothing,No,Yes,41-50,20000-40000,3-5,65-100,10-13,5-6,0-2
954,955,Male,Home,No,No,31-40,60000-80000,0-2,100-135,14-17,5-6,0-2
955,956,Female,Home,No,Yes,41-50,40000-60000,6-8,65-100,10-13,3-4,0-2
956,957,Male,Home,No,Yes,31-40,60000-80000,3-5,100-135,6-9,5-6,0-2
957,958,Female,Clothing,No,Yes,31-40,40000-60000,9-11,65-100,14-17,3-4,0-2
958,959,Male,Electronics,Yes,No,41-50,60000-80000,6-8,65-100,6-9,5-6,0-2
959,960,Male,Home,Yes,Yes,31-40,20000-40000,3-5,100-135,6-9,5-6,0-2
960,961,Male,Books,No,No,41-50,60000-80000,6-8,100-135,6-9,7-9,0-2
961,962,Female,Clothing,No,Yes,41-50,40000-60000,3-5,65-100,14-17,5-6,0-2
962,963,Female,Health,No,No,31-40,40000-60000,3-5,65-100,6-9,5-6,4-6
963,964,Female,Clothing,No,Yes,41-50,40000-60000,0-2,100-135,6-9,3-4,0-2
964,965,Male,Electronics,No,No,31-40,20000-40000,3-5,100-135,14-17,7-9,0-2
965,966,Male,Clothing,No,Yes,41-50,40000-60000,3-5,100-135,6-9,7-9,0-2
966,967,Female,Health,No,Yes,21-30,20000-40000,3-5,65-100,10-13,5-6,0-2
967,968,Female,Books,Yes,No,51-60,20000-40000,3-5,100-135,6-9,3-4,0-2
968,969,Female,Health,No,No,31-40,20000-40000,3-5,100-135,10-13,5-6,0-2
969,970,Female,Clothing,No,Yes,21-30,60000-80000,6-8,65-100,6-9,3-4,0-2
970,971,Female,Health,No,Yes,31-40,40000-60000,3-5,65-100,14-17,5-6,0-2
971,972,Female,Clothing,No,Yes,21-30,60000-80000,3-5,65-100,6-9,3-4,0-2
972,973,Male,Books,Yes,Yes,41-50,40000-60000,3-5,65-100,10-13,5-6,0-2
973,974,Female,Books,No,Yes,21-30,20000-40000,3-5,65-100,6-9,5-6,0-2
974,975,Male,Electronics,No,Yes,31-40,20000-40000,6-8,100-135,6-9,5-6,0-2
975,976,Male,Books,No,Yes,11-20,60000-80000,3-5,65-100,10-13,5-6,0-2
976,977,Female,Home,No,No,31-40,40000-60000,6-8,100-135,6-9,7-9,0-2
977,978,Female,Health,Yes,No,11-20,40000-60000,3-5,100-135,6-9,3-4,0-2
978,979,Male,Health,No,Yes,11-20,40000-60000,3-5,65-100,10-13,5-6,0-2
979,980,Female,Clothing,No,Yes,41-50,40000-60000,3-5,65-100,6-9,3-4,2-4
980,981,Female,Books,No,Yes,41-50,60000-80000,3-5,100-135,10-13,1-2,0-2
981,982,Male,Electronics,No,Yes,31-40,60000-80000,3-5,100-135,10-13,3-4,0-2
982,983,Male,Electronics,No,Yes,21-30,40000-60000,3-5,100-135,10-13,5-6,0-2
983,984,Male,Electronics,No,Yes,31-40,20000-40000,3-5,100-135,10-13,5-6,2-4
984,985,Female,Home,No,Yes,31-40,40000-60000,6-8,100-135,10-13,7-9,0-2
985,986,Male,Books,Yes,Yes,21-30,40000-60000,6-8,30-65,10-13,5-6,0-2
986,987,Female,Electronics,No,No,51-60,20000-40000,0-2,100-135,6-9,1-2,0-2
987,988,Male,Home,No,No,41-50,20000-40000,3-5,65-100,10-13,5-6,0-2
988,989,Male,Health,Yes,Yes,31-40,40000-60000,3-5,135-170,6-9,3-4,0-2
989,990,Male,Clothing,No,Yes,31-40,40000-60000,6-8,100-135,6-9,5-6,0-2
990,991,Female,Books,No,No,31-40,40000-60000,3-5,65-100,10-13,3-4,0-2
991,992,Female,Books,No,Yes,11-20,20000-40000,3-5,100-135,14-17,3-4,2-4
992,993,Male,Health,No,No,31-40,40000-60000,,100-135,6-9,5-6,0-2
993,994,Male,Books,No,No,21-30,20000-40000,3-5,65-100,14-17,7-9,0-2
994,995,Male,Books,No,No,21-30,60000-80000,3-5,100-135,10-13,3-4,2-4
995,996,Female,Books,No,Yes,31-40,60000-80000,3-5,65-100,14-17,7-9,0-2
996,997,Male,Books,No,Yes,51-60,20000-40000,3-5,100-135,10-13,3-4,0-2
997,998,Female,Home,No,No,41-50,20000-40000,6-8,65-100,6-9,5-6,0-2
998,999,Male,Home,No,Yes,21-30,20000-40000,6-8,100-135,14-17,5-6,0-2
999,1000,Male,Clothing,No,Yes,41-50,40000-60000,6-8,100-135,6-9,3-4,0-2
